PERMCO,GVKEY,companyid
45284,160183,90176
52898,178976,90402
51978,176404,91031
50962,174135,92202
43145,147579,93427
45715,161075,93552
44711,66325,94272
44887,35320,95082
52935,179258,95432
42402,145977,95856
42914,146617,96307
43788,150284,96652
42415,146156,97572
43019,145431,100327
43263,148870,100636
43146,147868,101407
30868,61839,103377
43139,147452,103917
45567,160886,103927
52530,177924,104752
45190,141846,105052
42537,15173,106587
50609,166789,107017
43519,64410,107377
21651,13557,108272
52372,177740,113057
45728,160668,114747
51198,174077,115527
45483,160329,116351
54465,148531,117492
43160,148531,117492
45191,264265,117536
21915,157020,117982
43617,108449,118962
1629,12796,122367
42784,146171,122662
43626,150139,125827
46890,163920,126122
52882,179027,127562
50725,166569,134326
43620,149318,136226
45082,158563,138612
51435,176070,141137
52858,178803,141377
46846,163036,141427
9651,14145,242807
13402,30877,244282
46862,161869,244662
21414,28590,245286
10513,20983,246407
43250,145041,247097
50290,156617,247122
51441,163878,247297
44490,145160,249492
44512,156156,252982
45303,158746,253122
589,2005,253576
44624,155794,254376
45314,264270,255136
43691,148469,256646
43724,150397,256861
41263,142230,257912
52253,3469,259357
1035,3138,259416
46014,162459,259722
44502,156599,262742
50494,160231,262887
43269,147658,262972
15709,65464,263142
52762,178310,264342
43508,150481,265222
46423,160811,272327
46559,162887,373917
45081,146616,374642
47208,164002,375782
46692,160373,376777
45555,160598,378966
47435,163922,379112
44682,157735,379132
14110,20847,381252
50732,15539,383122
44687,156615,383231
46999,163879,383272
47203,163889,420088
44289,154739,420623
51817,176360,421222
44726,156861,421366
44892,156953,421516
51803,176670,421736
55201,23354,421748
14558,62700,421801
10899,23940,422648
45290,260779,422829
52705,178083,423340
44184,152149,423374
45378,157433,423465
43330,149010,423511
20409,13710,424005
52381,177780,424056
11112,24468,440155
43857,150279,440376
44883,136646,440402
43143,147644,440418
44686,148476,460341
31764,63708,460498
45294,264386,460575
45716,161997,460902
51545,176237,461239
47447,23813,461263
44992,157414,461440
44717,155738,461531
20537,3619,461561
42517,146500,461968
50601,166435,462078
42651,142814,462108
43907,151016,462926
47217,163891,462965
52874,176017,463422
56030,170920,463665
45297,145080,463734
48773,164416,464072
44612,156155,464094
46685,163118,464358
43281,149082,464626
51210,174317,465157
47436,164611,465364
52788,178704,465379
52945,179378,465641
46149,162354,465654
45302,160254,465805
47207,163888,465949
45197,264385,466212
44971,264686,466229
45417,260893,466388
43908,110065,466411
50863,166623,466479
45877,151257,467404
46697,162988,467542
51814,176558,467544
7779,9403,467550
44631,156153,467631
50593,166365,467787
45416,160272,467993
52869,177872,468555
46850,163720,468622
44130,154434,468770
44277,7186,468863
46113,147200,468941
15552,64994,468951
50869,179413,469033
52298,177110,469063
44710,155395,469072
52760,158791,469139
46022,156933,469146
45068,160255,469196
44915,152248,469242
52669,177881,480061
51451,175490,480064
51300,174136,480186
47441,160797,480365
42912,64794,480535
46010,161814,480581
45680,161055,480589
52138,260737,480847
44629,148313,480957
45192,264387,480997
17669,31764,481147
45536,151423,481819
52286,177225,482471
48766,164572,482661
43161,148770,482852
50700,160225,483173
47186,161040,483238
51645,148350,483466
45420,148169,483527
45713,264398,483541
44694,156415,483628
16641,121815,483759
51458,175913,483886
46870,162809,484090
43452,22221,484267
51788,176595,484488
50486,160933,484545
46678,62055,484690
50296,165843,484942
46280,266316,484988
46886,163629,485259
45689,14049,485784
43632,150837,486094
45437,160505,486147
52543,177944,486662
44513,155174,487005
20612,4103,488007
45475,160684,488202
45310,160607,488266
45004,264416,488272
44290,154758,488319
47221,162355,488775
47440,164609,488938
52878,178943,488962
48778,165051,489063
44171,151404,489331
53887,163692,490172
52528,177654,490818
3580,8599,491487
43976,153128,491925
44619,156614,492290
45268,25146,492845
45279,160596,493303
44506,150278,493545
50313,165855,493608
52525,28852,494137
30893,61534,494181
45296,160203,494205
44617,156613,494213
44814,156292,494214
45174,158354,494219
44712,157354,500266
9449,16705,500385
45478,160570,502089
52855,178798,502135
50007,164422,502155
45077,157955,502210
51094,174744,502603
29973,28919,502631
47017,163988,530096
45003,156293,530229
15197,20747,530632
42769,147204,531565
13403,30888,532290
45091,157959,532470
44888,156860,532479
45720,160336,532501
44377,155735,533075
46701,155280,533426
45883,63769,533545
51312,175395,533757
37697,137130,534040
16613,121717,534637
46001,157200,534780
52967,179441,535040
29492,25211,535042
50295,159125,535850
44969,157493,537732
44817,157195,537803
46002,162078,537809
44819,157074,537840
52684,177884,538004
20672,4462,550009
46274,162356,550036
44708,12206,550046
1620,4674,550049
44893,157057,550072
35164,120877,550205
45561,160810,550361
45079,158734,550451
16222,112721,550464
47201,163679,550608
45529,157954,550673
45472,160260,550674
52143,185661,550778
51556,176279,550805
45382,157858,550854
45886,24844,550862
44265,155754,550882
43782,150577,550883
43328,148391,550886
43332,148470,550890
44288,154255,550893
41860,61743,550894
45000,111579,550905
45465,161013,550929
46273,117141,550955
51421,176022,550958
46671,158055,550965
46095,161953,551005
46156,162401,551056
45878,158742,551122
46104,160892,551162
20349,163042,551165
45871,160913,551199
30898,60902,551213
45429,264506,560064
45425,160340,560279
45078,266257,560357
47197,29985,560881
52751,178453,560923
53154,182387,561035
53160,183101,561318
50706,166562,561710
45272,264708,562171
45199,260892,562493
45085,157862,563412
44727,156633,563444
52924,179288,563461
43790,150277,564256
44168,2820,564361
44499,156133,564645
45087,160237,564669
50736,174050,565118
2111,5422,565662
45881,161012,565742
46285,32267,566156
45712,160989,566583
20048,14592,566638
12898,29823,566652
51997,175084,567622
44493,155734,567623
47202,163919,567668
17917,129120,570033
45088,157856,570610
44496,155615,571796
50012,27265,571929
53121,180833,572453
44056,151832,572489
45991,161037,572866
52776,178738,572871
52883,179082,573243
50733,166622,573414
10147,15291,574133
9652,16974,574218
45703,61163,574649
44707,156291,575577
45558,161877,575916
44394,154056,576227
45177,160343,576277
43913,144990,576514
44876,157058,576761
10521,21066,577092
42650,146714,577095
5130,8832,577415
16437,161965,577425
52376,177257,577575
53246,177222,577880
50185,178921,578083
15547,64979,580282
45557,160498,580300
45423,160504,580444
45427,160232,580781
44890,157634,580832
45724,160414,580852
47448,165244,581600
51983,176863,582164
51558,176144,582319
44994,146648,582507
50316,148281,583399
47028,163681,583763
52144,174507,583806
50595,166450,583875
45421,264390,584590
45305,264414,584734
44173,146735,585529
13680,31366,586472
52677,177871,586832
45306,157757,587385
46098,162701,591098
45193,158736,591346
44891,158587,591579
7343,12874,593185
46275,158314,595547
46986,163939,595598
47010,163721,596686
30950,161994,597405
45481,138489,597997
53761,157080,598011
45428,160488,598532
55518,14313,598575
45304,160216,598880
45697,160293,599511
46011,161056,599873
48785,164756,599876
51452,176035,599918
45479,160934,599951
45685,160912,599980
46007,161903,600344
46162,162335,600759
45469,160479,600874
49994,162876,601157
46855,160541,601281
51819,27716,601450
45710,160890,601522
42910,147307,601557
47869,164585,601607
46163,158473,601623
44804,156714,601696
46668,160742,601717
45995,160932,601903
46669,160706,601972
46111,161909,601978
45394,260778,602305
45464,161048,602424
45730,160228,602432
46666,161993,602549
44620,157355,602777
50604,165691,603089
52900,179084,603283
45732,160376,603315
47219,153028,603423
46024,161844,603630
46874,24171,604224
57881,14330,604818
54484,160770,604931
41005,20214,605072
44894,157859,605402
44616,157218,605406
44266,154755,605502
43612,63166,605513
44993,154757,605552
2391,6110,605767
43140,147849,606121
36759,65686,606142
30381,30032,606143
45566,160207,606285
12557,29151,606530
50009,107691,606927
45471,266315,607215
44623,156157,607330
44382,156125,607537
45059,160173,607573
9023,13602,607817
46109,162175,610032
46009,161071,610058
52406,160661,610464
45418,160201,610505
51315,175153,620137
46026,161120,620275
43909,150024,620334
46994,31249,620488
45194,181617,620689
17927,129418,620943
7954,19049,620983
51439,166005,621698
44600,155616,621870
8028,11929,622034
46108,161952,622451
52870,178868,622925
15524,64902,623263
44998,157755,623265
52371,176768,623721
45722,161014,624022
13389,30843,624201
50004,165742,624472
43722,115757,624788
45198,156176,625077
15351,64408,625078
37905,115077,625262
51442,175966,625767
45563,161816,625770
51303,175483,626148
44625,149177,626612
47883,164293,627043
45298,264709,627549
44879,158235,627640
46168,161843,627980
47885,164612,630051
51202,174454,630209
43686,150201,630310
44630,157452,630360
8321,12277,630479
46278,162122,630809
46854,163673,630877
51984,165640,631126
45717,160597,631140
52867,178865,631792
52766,177930,632235
50204,165077,632887
46287,162338,633076
51559,162892,633446
34949,66697,634683
45173,160550,634762
11455,25138,635120
45999,161926,635359
45992,160867,635655
31896,64547,635761
44996,158414,635800
45866,162336,635931
46097,28080,635980
44718,20600,636185
52796,178548,636232
11950,17106,636373
11277,23111,636375
50871,31616,637193
54473,10984,637487
50008,164369,637642
50319,162925,637649
16643,121934,637778
44127,24346,638352
45086,156618,638370
51995,163911,638597
51815,176593,638735
45856,24746,638822
45998,161072,638905
46286,162048,639232
51561,176239,639830
52292,175008,640267
50873,166449,640733
14569,62731,641367
45684,160991,641924
46028,162501,641978
23442,162897,642024
51339,174663,642176
44695,149721,642495
8458,12482,643107
46441,162560,643128
51646,61112,643530
44613,155393,644598
52300,176862,645338
51553,176255,645406
49996,164664,645660
42534,146354,645780
2088,5520,645861
15402,64550,645876
45705,160990,646010
52306,177285,646167
44982,107706,646174
50861,164633,646224
44884,157217,646336
20102,1577,646481
16636,22373,646483
13551,31500,647138
32069,31895,647263
52745,166265,647288
51328,175092,647380
46566,162742,647392
51822,175743,647640
43326,147708,647708
12079,28135,647718
45733,141276,647871
52862,178850,648066
16148,111492,650050
51338,165123,660090
47000,162160,660184
46416,140363,660783
43977,152809,660854
47184,163948,661086
45707,266216,661091
46017,162569,663470
45485,158744,663505
43634,151161,664056
44813,154760,664643
42410,146071,664671
9030,3793,664943
43919,4045,665143
34783,61971,665173
52674,175308,665432
13819,60942,665663
15597,65128,665664
47185,164668,665758
50862,174119,666453
45887,160503,666505
47874,162956,666580
45863,106112,666627
11744,25799,666843
51449,175978,666979
46879,141641,667141
47007,163628,667264
50492,121200,667279
21022,3410,667440
21147,6963,667547
47422,164708,667645
51197,175399,668020
50027,151932,730441
15616,65180,730521
55216,271357,731011
54349,30075,731312
46281,161853,731321
45690,160447,731417
46443,163069,731589
44618,156154,732009
45430,160233,732048
47019,163927,732168
45384,264509,732186
47429,163935,732330
10853,6717,732453
53863,152012,732490
41270,120815,732593
44916,260852,732913
52303,177111,733262
52132,176289,733651
1810,62262,734030
42775,145049,734294
41557,143443,734435
45872,162276,734540
44983,264468,734541
44503,154759,734635
46112,110250,734664
50484,63798,734842
47452,115404,734850
47002,163877,734923
46272,118525,735005
46683,164006,735056
46684,163594,735060
46889,163983,735062
46686,160282,735073
51213,165215,735327
47870,165435,735700
35159,121758,735707
52918,162233,735966
50954,146659,736033
52551,177127,736629
12938,29930,736829
46691,163051,736858
46869,163977,737182
53684,186994,737584
54003,271987,741392
53523,107781,741619
45287,158053,742337
45714,161073,742460
37145,133944,743415
45702,160448,743776
47443,162826,744231
50602,62245,744736
50738,164411,744752
52367,177650,744973
47004,105861,745452
50299,165844,746296
48794,162283,746499
46843,15798,747063
16558,120835,747342
37505,63562,748009
12400,25312,748439
43689,151544,748441
15426,64584,748444
16147,163595,748451
15097,63901,748542
52374,118046,748907
50870,166593,749358
46556,162662,749392
46557,162576,749795
53159,182308,750085
50300,165845,750269
44688,118125,750451
43631,150562,750453
46560,163633,750503
15094,61880,750822
16022,63479,751180
51209,174301,752132
32013,64867,754143
50866,174871,754212
46564,160987,754790
46565,126046,754792
45286,5342,756178
45869,162264,756349
7737,2113,756356
47013,126296,770141
46446,36535,780519
46859,163102,780668
51651,176362,782105
46853,164155,782134
50473,164266,782219
46849,163685,783042
55834,275862,783809
26126,15190,784957
52854,178797,785698
47438,147451,785853
51211,175376,786714
48779,165052,786736
50006,165744,787422
52864,178752,787850
51199,174471,787987
52991,164046,790329
31700,61406,790345
51301,175111,790420
50297,166213,790544
48782,163916,790787
29298,11372,791049
52872,178767,791145
51308,162449,791669
46424,160474,794159
52889,178973,794732
50874,174118,796050
45415,160891,796932
50701,166482,797091
46856,163771,797596
43692,140938,797688
50315,166051,801094
10510,18560,801467
46695,162557,801475
46693,19207,801610
51430,176048,802400
50294,178892,803452
46861,114747,803527
47012,163627,803623
47205,164075,803647
43847,150478,803657
44286,123495,803659
14882,63448,804803
37912,119813,805171
52255,20350,805874
52368,166733,806202
43843,143910,806564
50956,143892,806598
46858,163668,806647
29454,25024,806664
47875,112533,807092
50303,165912,808014
47886,164624,810625
8677,17641,810914
48774,108693,812116
48784,165557,812326
44696,156384,812456
47861,164663,813369
50293,164755,813486
52822,178855,813531
50016,165746,814633
48793,163610,815224
51110,174541,816868
45005,160809,817058
53196,180711,817439
48786,164652,817733
50481,148349,818089
50292,165943,818260
47876,162489,819020
50309,165649,820219
50195,165846,820292
50480,166366,820754
2426,6213,821080
49993,165610,821548
52884,179058,821629
16365,117018,821944
50311,166304,822841
51798,165209,823406
50697,174130,823523
47026,163929,824072
50611,166554,824464
15075,63857,825075
50606,164543,825485
54279,276731,826787
50194,165358,827425
50301,166061,827641
47428,163678,828012
50314,163113,828460
7120,108740,831067
52675,164408,831178
55200,20961,831605
50864,166583,832074
50482,166414,832353
47209,164368,832676
16547,120822,833542
44059,153895,833695
51208,32459,834644
50488,166402,834921
52287,176343,835029
37736,65532,835416
51320,165785,835694
51813,176594,836011
46418,23226,837418
43260,147792,837543
51196,175263,840164
45996,162555,850171
50854,166555,850181
51660,175424,851935
45865,151630,852951
51423,26749,853864
52772,178493,854217
2809,7185,855614
53030,164610,855753
50485,166199,855978
51112,165933,856048
50830,174449,856090
16606,121662,856266
50971,174116,857145
51090,174316,858059
50965,174729,858089
50857,165854,861551
50019,164571,861556
51201,114748,861804
50298,165924,862235
51972,176920,862376
44899,260847,863198
45533,148130,863218
51960,177005,863394
15564,174876,864396
52790,2831,864406
50860,175055,864414
49997,254096,864575
43846,153668,865241
50475,166624,866153
29565,25709,866501
51792,176251,867359
55610,107710,867417
20608,4093,867887
52849,178866,867912
51319,174313,872265
52547,178015,872349
51188,175575,874866
50968,166460,874876
50724,136825,874878
53671,174280,874922
47025,163978,874987
44903,260849,875117
52663,148170,875340
49992,165732,875392
48769,163987,875415
50970,175130,875837
50972,127637,875914
51789,175375,876833
51992,176782,876888
46442,140043,877836
48771,165053,881076
50590,135425,881592
50730,31336,881593
51964,175513,881893
46847,163926,882273
51096,175319,882407
52378,177315,882512
43449,149618,883085
50198,165464,883518
50489,181269,884336
16640,117026,884342
54514,154414,884753
44174,154714,885586
50612,164592,885598
50973,160781,887088
51109,114956,887110
1783,4632,887375
51957,175271,888048
50202,165465,888621
39167,65610,890017
42785,147220,890018
43451,150179,890026
47021,164444,890071
47214,164116,891456
51311,174390,892217
51433,164494,892481
51975,177051,892504
50865,140565,892546
51436,175688,892636
50977,174148,892985
52768,174066,893083
50844,20684,893316
50001,148953,893369
51568,175900,893667
51634,176565,893694
47022,66164,893767
55178,166458,893782
50950,166458,893782
52934,279431,893921
50729,166368,895357
50203,165699,896434
51991,176556,896857
52932,64844,896926
38385,108188,897083
51447,175404,897123
47881,165411,897988
50978,175127,897991
55154,162735,910127
51953,166704,911045
50694,166563,911047
51539,176282,911662
50192,165652,911818
44818,150616,912446
47027,108481,912454
50876,174401,912473
46025,161852,913271
43978,132988,913657
47887,164365,913664
42116,117868,914378
50723,166363,914699
52130,260758,914743
46540,105597,915620
51326,175307,917238
44896,27600,917602
52296,164680,917710
51450,174567,917947
20639,14666,917969
14518,62626,917978
51949,176572,920131
52960,163596,920425
51448,175523,920790
51207,175272,921356
51459,175654,921684
51565,176249,922423
51811,176523,922468
57566,64717,922628
52404,177764,924391
16427,122515,924630
10647,22542,924631
53124,271794,925393
46878,163884,925729
50471,166491,925744
50842,107755,925851
27321,7309,925876
48797,154433,925878
16067,176833,926049
52128,177260,926144
51454,175004,926831
51966,176760,927273
53336,12782,928025
51203,175085,930378
51306,174389,930405
51546,176247,930959
52416,272699,932520
46888,164255,933328
54315,123455,933562
52971,32901,934303
51962,176928,934640
51969,176999,935060
51818,176658,936314
51801,176143,936547
52983,179534,937594
50465,166303,937886
51527,176248,938013
52951,179380,940576
16110,62592,940583
29422,24866,941620
51649,176361,942196
58210,106003,942661
51554,176235,942711
52809,177228,943217
51963,176914,944253
45990,160657,945111
20265,2019,945834
52115,177108,946174
52410,177739,946406
52535,177925,947073
52541,177300,947154
52921,142336,947606
51443,175982,947629
52997,162064,948224
51796,176657,948911
51446,175983,949237
51540,176309,950081
51557,176256,951624
52690,65009,952094
21776,10692,952336
52284,29018,952385
51812,176659,955430
51786,175162,955443
13327,30701,956228
51307,175157,956535
52279,177429,956561
51653,114421,956833
57792,140172,956878
52837,178851,957213
51982,176781,957345
51635,176591,957703
51313,165702,957881
51990,176521,957882
46892,147750,957890
51562,176275,990191
51547,175007,1000666
51661,176351,1001476
51563,175742,1002453
51989,17069,1002485
51550,175835,1003155
52697,38711,1004089
44117,178494,1004151
51309,175646,1004985
52819,178568,1005103
52290,177256,1005570
50872,165723,1007085
50310,166142,1007477
51457,175607,1007505
52546,177880,1007562
51799,176674,1007738
51654,176479,1008025
43906,122455,1010199
44175,154595,1010239
44291,65325,1010510
50594,166197,1010753
45994,121974,1011091
52820,178538,1011333
52804,178645,1012709
3042,7067,1012788
50737,174115,1012791
51662,266165,1012813
51092,174282,1013048
54695,145812,1013070
41979,114880,1013081
52836,178804,1013188
9847,16245,1013530
51314,162349,1013830
52375,177795,1014980
50588,166437,1015497
46444,161924,1015577
51408,166485,1015757
53879,178997,1017155
45181,152931,1017941
53123,108326,1019093
52305,175509,1020223
45699,162124,1020380
44279,155895,1020882
45376,160935,1020887
52755,178444,1021686
47859,165436,1022318
52798,178610,1022355
52845,25632,1022681
14328,62330,1023065
52370,177782,1023291
57420,133364,1023652
51664,176066,1024783
16687,122175,1024834
52899,179065,1024837
52829,178863,1025170
52752,178319,1025180
56083,179077,1025487
52824,178801,1025519
52908,179017,1025548
52385,177697,1025549
6905,12818,1025551
52926,179256,1025570
53185,179666,1025581
52831,178828,1025996
52800,178633,1026002
52670,178081,1026076
52553,177099,1026459
55219,126036,1027165
52274,177537,1027167
52749,178939,1027184
52252,177475,1027712
59344,165266,1040018
52817,178662,1040025
52125,175522,1040056
52763,165798,1040083
11862,26016,1040122
52529,177953,1041881
52811,178703,1041927
52975,179657,1041928
35052,120819,1041957
52801,178504,1042451
52802,178505,1042479
52526,177968,1042482
52830,178846,1042516
52937,179281,1042603
37750,66597,1042786
52940,179253,1043029
52939,179257,1044116
52948,179361,1044898
52773,178545,1051282
52142,176766,1051317
52140,177216,1051739
52295,176701,1051740
8179,16889,1053695
52369,22047,1055723
52968,179597,1056840
52958,183640,1057035
56438,28877,1057037
52978,179621,1060044
51633,165733,1060569
52873,175949,1061280
52887,179202,1061516
53039,180167,1061725
53000,179819,1063138
11335,24912,1063724
53584,62475,1064121
15384,64480,1064229
52865,64423,1064452
54488,289735,1065975
53026,180109,1066212
53013,179739,1066233
52993,179843,1066401
52992,178811,1066549
52977,142337,1067306
52931,144183,1067395
44272,25389,1070384
52281,177487,1072142
53033,180193,1072144
53680,285536,1072164
56545,22449,1072256
16207,112473,1073254
53057,127234,1076515
53059,179738,1076659
52538,177883,1080002
46110,253527,1091558
52942,179216,1093611
53925,175236,1093824
53050,180466,1100196
52843,178814,1101009
51316,175741,1101456
53068,179925,1103239
53077,180423,1103859
11501,25216,1103880
52885,179132,1103926
18700,133328,1104986
52866,178835,1105713
53075,180395,1106041
16329,116395,1106051
59009,108265,1106233
5184,6100,1141059
9857,15520,1142586
26169,13400,1190873
56377,253501,1192430
57636,30449,1192673
53085,180822,1192756
53462,184392,1195777
54105,185103,1196541
54142,164746,1200328
53081,162699,1210493
57757,175505,1213596
43518,107917,1220122
52851,122163,1220171
52769,178492,1223447
54220,266196,1225432
53167,110732,1226156
53090,181099,1227790
53111,182015,1230042
56986,105892,1232266
52863,178834,1233828
53758,179246,1241219
55243,177472,1245334
56306,65344,1246252
56838,162400,1247066
52664,178113,1251072
52871,160592,1251170
53015,37325,1261522
53106,180083,1261531
51985,181904,1261583
51791,176744,1280165
53031,180169,1280717
43845,112295,1284039
52894,179067,1284067
52778,178529,1284119
52545,177314,1284126
52920,179298,1284179
52919,179231,1320072
11206,24710,1324393
53098,180183,1324540
52787,66268,1326025
53076,175686,1331942
13076,30198,1333301
52708,177983,1342462
53080,180821,1342778
53097,180958,1350027
53137,180905,1378795
53189,183257,1381214
53145,180029,1383236
53144,65706,1383238
52868,176378,1481494
53142,19658,1488108
52777,178600,1497285
53168,180228,1552571
53187,183247,1553740
53166,182701,1557232
14243,18888,1560214
53141,111819,1560498
53143,176068,1561022
53203,160196,1567805
53209,183446,1581276
53192,175903,1581286
53219,179662,1581570
53220,179586,1582120
42549,111537,1582235
53213,179782,1582803
53214,174236,1584095
53206,180658,1584104
53247,179957,1584106
53251,140982,1585994
53194,183388,1586322
11792,25921,1586716
53234,180229,1586717
53252,183593,1586720
53256,180652,1586724
44812,158313,1587361
53253,182307,1587573
53239,178201,1590329
53242,183283,1590331
52860,179003,1590426
53238,183780,1590568
52838,183799,1601752
11383,24996,1601866
53266,183366,1602289
53282,183797,1602333
53269,184652,1602747
53278,183352,1602890
52831,183822,1603163
30388,16477,1603228
55021,117829,1604057
53116,66158,1604254
20694,4600,1604651
53291,183570,1605211
53264,4016,1605214
53286,183377,1606380
53279,183554,1607159
53290,177576,1607885
53304,183830,1611560
53309,176939,1611856
53261,183791,1611939
53300,183581,1612965
53307,183684,1613218
53301,166230,1613793
53305,12785,1615625
53326,29887,1616214
51424,175739,1616276
53325,166705,1620770
53318,183963,1620776
53317,66798,1620777
53225,179818,1622912
53198,178097,1622917
53347,184256,1623243
53344,183833,1625262
53342,146140,1625264
53340,148221,1625268
53349,184263,1626063
53339,183736,1626065
36965,133346,1627465
53372,20217,1632154
53362,183700,1632727
53369,184009,1633883
53359,184551,1635432
53368,184167,1635433
53353,183903,1635435
53371,184057,1636383
53383,1414,1636678
53357,183945,1637547
53380,175087,1637768
53376,184688,1638774
53386,180363,1639582
53389,179841,1639585
53377,184449,1639593
53397,174531,1639600
53392,184219,1640802
53387,184604,1640803
53405,184258,1641428
53395,184689,1641798
53410,174108,1642696
53428,184101,1642854
53406,184323,1642860
53426,184068,1643859
50005,163772,1643881
53419,184542,1645253
2545,19129,1646940
16127,185372,1647390
53446,184514,1648061
32162,65459,1648073
53438,184442,1648283
53436,184571,1648288
53451,184994,1648589
53440,10567,1648593
53423,29962,1648806
53402,133764,1649039
53443,185138,1649242
53337,178995,1649251
59277,30870,1649258
13398,30870,1649258
53350,184287,1649267
53358,65921,1649274
53437,185018,1649501
53445,179583,1649716
55489,35321,1649971
14337,61996,1650007
53333,184180,1650015
53453,184996,1650150
11757,25848,1650173
53331,183480,1650202
53335,27939,1650203
31194,61586,1650224
53315,177674,1650440
53313,183266,1650444
12183,25745,1650445
53293,177975,1651157
53285,64193,1651158
53280,177734,1651162
53467,184748,1651361
39154,140042,1651379
53228,178676,1651567
250,7799,1651568
53479,176954,1652260
53475,185209,1652262
43149,147242,1652268
13694,31751,1652481
53466,184569,1652670
53468,184673,1653111
53476,184603,1653112
6389,10364,1653123
53454,185128,1654280
53470,185315,1654948
53465,7509,1655173
53461,184576,1655175
53459,163921,1655179
53498,184114,1655834
53495,184884,1656521
53484,184676,1656526
53492,179648,1657112
41161,108482,1657337
53497,184797,1657354
53490,185125,1657568
53485,150720,1657571
53488,185453,1659429
53483,175503,1659620
17322,126136,1661731
53511,185483,1661747
21164,7107,1662827
53500,185177,1663616
53514,126600,1663941
53510,184717,1664727
42266,145636,1664732
53540,185119,1665220
29807,28119,1665719
53535,40116,1666092
53520,183902,1666094
53515,184885,1667364
53528,184785,1667608
53534,185227,1667619
53543,185269,1667927
53546,185195,1668844
53533,185194,1668860
53532,177313,1669156
53530,179303,1670029
53521,185584,1670031
4246,9728,1670206
53539,185821,1670479
52835,197855,1670480
53561,116166,1670900
53578,184526,1671123
53583,184807,1671132
53557,185112,1672171
53574,185346,1672175
20532,3607,1672219
53563,184035,1672225
29931,185618,1672643
53550,185881,1672856
53554,5073,1673114
53547,184639,1673350
53585,179686,1673821
53570,179438,1674049
53607,185518,1675335
53621,185532,1676064
53604,185926,1676093
20325,2337,1676306
53418,184961,1676413
53622,185370,1677099
53632,185921,1677104
53612,183528,1677109
53610,184700,1677118
53635,185289,1677474
53611,185619,1677500
53616,186106,1677502
46538,145979,1678293
53613,174428,1678301
53652,180683,1679682
37682,136648,1680856
53645,185549,1681904
53639,185569,1681943
55545,186169,1682819
53973,186130,1682832
53653,186279,1683103
16606,121662,1683118
53644,186290,1683129
53649,185703,1684312
46153,148217,1684366
53647,185824,1684607
53668,184702,1685814
53676,180030,1685821
53682,185836,1686117
53675,185428,1686569
53666,185416,1686767
53670,185396,1687120
53678,186437,1687123
11795,25924,1687155
53677,179840,1687395
53679,184660,1687667
53667,6310,1687673
53673,185908,1687678
13988,61356,1687694
11247,24803,1690876
53971,143403,1693338
53096,181290,1694078
56018,181327,1694348
53694,287462,1694747
53704,186129,1695152
53731,18350,1696286
53727,186893,1697423
53717,185339,1698619
53719,186206,1698809
53705,186278,1698818
53733,184981,1698874
53728,186045,1699071
53725,186451,1699074
53707,186955,1699093
53729,183826,1699115
53722,186084,1700119
53779,186288,1700873
53763,186360,1700986
53778,186158,1701598
53769,186276,1701793
53139,179249,1702135
52550,177945,1702333
53683,186591,1702482
53751,186342,1702669
53770,184465,1702677
53755,185585,1703302
6882,11286,1703541
53747,160281,1703704
53768,185517,1703716
53776,185624,1703877
53777,186715,1703878
53806,147183,1705860
53811,186520,1706477
53804,120458,1707062
53815,148356,1707954
15819,65812,1709337
53818,186714,1709574
53820,186344,1709786
53810,186989,1710040
53845,185980,1710511
53833,186846,1711851
9604,14113,1711894
53848,187588,1712500
53853,187039,1713327
53851,186345,1713331
53836,186773,1713614
53828,186743,1713938
11235,24750,1714195
53843,174222,1714415
53837,178870,1714444
53827,33700,1714749
53852,184715,1714754
53840,187714,1715265
53838,187119,1715271
53842,186960,1715277
53724,186993,1715488
53850,187132,1715499
677,22671,1716439
56659,157875,1717361
53868,187434,1717938
53872,128581,1718755
53640,186289,1719853
54919,186681,1722229
53881,186783,1722356
53886,186498,1723397
53882,29855,1723637
8818,12884,1725104
53884,32280,1725368
53876,188255,1726944
17135,124036,1728636
53901,187462,1729162
53902,187653,1729849
53890,189490,1731105
53896,189491,1731107
53900,190959,1731125
53892,190590,1731142
53929,192255,1731564
53936,186061,1731572
53924,187774,1732150
53932,187363,1732178
53923,191255,1732905
53919,187490,1732906
53935,36333,1733549
21296,260408,1734179
54044,171111,1734800
53920,185180,1734860
56057,32502,1735219
53922,189567,1735224
53933,187722,1735233
53934,161036,1735552
53939,108348,1739067
53942,187814,1741449
53959,187969,1742364
13783,36003,1742856
53938,187698,1742858
53948,198058,1742879
53941,187961,1742907
53940,177124,1743276
53965,187576,1743287
53958,196269,1743836
53964,199356,1744572
53960,199757,1745701
53943,9256,1746473
53975,162914,1749783
53977,187692,1790999
53970,190455,1792728
53972,170527,1794428
53986,187686,1795020
53987,187812,1795026
53978,194255,1795040
53999,186006,1795069
27638,199456,1796192
53994,179671,1796195
53983,187697,1796199
53998,20423,1796209
54001,187164,1797061
54004,196355,1797081
53992,187959,1799407
4547,170773,1799834
53996,187285,1800214
53993,188157,1800620
53988,187696,1800631
53979,193855,1803136
54023,185953,1803201
53997,65675,1803216
54020,196268,1803614
54012,184498,1804715
54015,170375,1804722
54006,177966,1806302
54008,187687,1806310
54009,196855,1807826
54016,194956,1807831
54031,19602,1808895
54027,150221,1808898
54013,187253,1809450
54007,197956,1809457
