CUSIP,CRSP_PERMCO,TICKER,Compustat_GVKEY,BoardEx_boardID,RP_entityID
01981810,57160,ALVR,036786,3242125,5FC507
85815520,34665,SCS,066290,29160,D1CFC8
69314910,8551,PTSI,012598,23684,FACCF6
98147510,8526,INT,012471,33699,6DC1D7
29415F10,56875,NVST,035497,3082795,420CE9
52728810,21097,LUK,006682,18739,DA199F
45687V10,55928,IR,030098,2656398,EEEA9F
05072K10,57911,AUUD,036089,3350170,E59F57
68371510,14305,OTEX,061870,23228,34E891
37149G10,57735,GBNY,175121,3328715,07C5EE
91057110,4690,UG,010902,32106,75B405
91192210,3772,USLM,008947,32158,41D61C
59152020,2881,METH,007291,20423,FDE409
74968510,3911,RPM,008902,26668,F5D059
29273V10,50309,ETE,165649,820219,0D3CC6
96913610,13302,WVVI,030666,33499,DF93C2
26894810,17183,EGBN,111721,9876,BA218A
03828A10,56733,APLT,035091,3031636,1B6F77
03456910,58278,ANEB,038706,3390819,CB8411
02136910,56117,ALTR,032530,2721877,E2CB7B
G2819512,55406,EAGL,032771,2336446,AC642C
31447P10,45857,FENC,143909,71572,E91FD1
52730Q20,56139,LEVB,034621,2795949,B6D1E6
42234710,8702,HTLD,012840,14538,2EBC0B
36803610,57385,GATO,037293,3290335,03C94A
92921W30,55176,VUZI,184113,2211785,A98B8F
09062X10,11112,BIIB,024468,440155,CEDFD5
16890510,15697,PLCE,065430,6647,397A8F
00773710,34622,ACY,066301,965,B892EE
32081710,10218,FRME,016845,148,922F0C
44183U20,50954,HUSA,146659,736033,A9F866
56585A10,53810,MPC,186989,1710040,2D2D43
32051710,1856,FHN,004737,233,CD06A2
74144T10,8087,TROW,012138,25020,2F94A5
59540G10,32185,MBP,066288,20621,F793FA
02687478,137,AIG,001487,1856,0BC29E
75902K10,54013,RM,187253,1809450,513A86
58463J30,47000,MPW,162160,660184,9972E6
34443740,5152,FONR,004826,12212,1AE482
36144810,20773,GMT,004941,12886,FD0CA4
00247410,430,AZZ,001926,3344,AFDF2E
85858610,21669,SCL,010056,29193,98CAED
55903Q10,52527,MAG,134305,925034,FB03CA
74727A10,12462,QCRH,028967,25479,8BE916
81768T10,54870,SFBS,016549,2067944,0CC01F
68213N10,41980,OMCL,142956,23112,94563D
67066G10,16382,NVDA,117768,22806,E09E2B
29276510,323,EPAC,001706,729,75768D
03050610,8418,AMWD,012379,1968,0968A5
84387830,58684,SSBK,039261,3435225,TXE08W
74624M10,55429,PSTG,025756,2355566,C3DE7D
05529810,49991,BCBP,147312,806563,0D26E0
44032710,29347,HMN,024678,15053,F42FAE
45779010,58522,INST,039312,3425664,V9ZW6E
00797310,14143,AEIS,061562,864,1D943E
28255910,56944,ETNB,035776,3107241,6391C2
74365A30,16110,PLX,062592,940583,EF11AB
29260Y10,58181,EDR,035245,3388387,998B06
25386810,45684,DLR,160991,641924,1490F3
G3910810,56214,GTES,032886,2767045,2D8972
74622830,3500,PCYO,008826,25422,1F352C
48282T10,29710,KAI,025922,17640,B076A1
29371210,46273,EFSC,117141,550955,309922
14448C10,57036,CARR,036191,3186282,32BBAA
19260Q10,58167,COIN,034749,3382115,D69946
16411R20,15434,CXY,029453,6592,B7BDA3
03822210,194,AMAT,001704,2382,A4BCDE
19217610,46668,JVA,160742,601717,2A52C5
54042410,21111,L,006781,19065,968B00
06652N10,56516,BSVN,034132,2917470,1DF15D
17206210,912,CINF,014824,6863,51E682
70931T10,53179,PMT,183324,1622924,49F4D0
86804F20,56656,SLGG,034613,3000661,E2AE3D
18512310,58700,CWAN,039554,3454229,D8VMYI
12526910,47183,CF,163946,665753,61E975
26980810,55046,ECC,021921,2154852,69B107
86694210,15267,SNHY,064254,29520,040DBB
10806X10,56787,BBIO,035264,3049814,6D9ECA
29281210,58780,ENFN,039684,3465747,O4AH0W
69121K10,56808,ORCC,033337,3058459,EDB6E1
87537220,54662,TNDM,018899,2009665,112B6F
03209R10,54881,AMPH,020659,2079929,0E5619
25339310,43626,DKS,150139,125827,B01111
89377M10,56757,TMDX,035062,3028101,01B8D6
35905A10,56500,FTDR,033951,2922730,8BFDFF
12481V10,56153,CBTX,026270,2724839,63E8D5
40403010,50199,HEES,165856,570327,FC80E6
90944010,31780,UAG,063847,32076,1DA44F
91851C20,11923,VEIX,027199,32204,45FA70
20717M10,58324,CFLT,038931,3411706,9F998F
63787010,55242,NSA,023147,2238993,B934BF
33589V10,43449,FPTB,136265,883085,2B9DBB
76209310,56630,RBKB,034338,2979820,D3B29B
20369C10,55253,CHCT,023556,2287888,56FB7C
04316A10,54336,APAM,016113,1938625,373B06
81170780,6827,SBCF,017184,27403,46CF27
59152020,2881,MEI,007291,20423,FDE409
98212N10,56617,WRAP,033550,2957437,15901B
10536820,21107,BDN,013562,5006,D48275
48844520,55230,KMPH,023339,2236786,2C8DBC
48783610,21041,K,006375,17777,9AF3DC
39037G10,16581,GEG,121257,23233,857EA9
92343V10,20288,VZ,002136,32507,8A8E41
45230810,20968,ITW,005878,15580,353DBB
71535D10,56798,PSNL,035254,3046623,4C2F17
52567D10,57137,LMND,036692,3208756,5B36F6
91544A10,55124,UPLD,022040,2164646,5B3FA2
26856L10,55704,ELF,027907,2530134,7262F2
12803020,737,CALM,064275,5507,42DC93
27627N10,57369,EBC,036633,3284842,405762
05589G10,56907,BRP,026167,3099322,F2BC3D
31421110,34765,FII,066731,11661,73C9E2
19200510,53389,CDXS,179841,1639585,A072C4
55909160,3021,MPET,030241,19431,DB2E4E
86366710,4298,STRY,010115,29405,C81E00
41805610,20887,HAS,005518,14399,AA98ED
55381010,56179,MVBF,144122,2761212,197612
76120W70,50319,RSO,162925,637649,45EE08
45320410,55623,PI,027387,2493954,9D65C1
03837J10,55345,AQMS,024422,2314185,A851C2
90184D10,56573,TWST,034241,2937637,59DB8C
46269C10,52958,IRDM,183640,1057035,A398B9
H5043023,15412,LOGI,102696,19084,33649B
03831W10,58169,APP,038212,3382543,9A4ECA
81578P10,57586,SEER,037425,3307774,778916
91325V10,55220,UNIT,023077,2240012,747219
82489T10,56679,SWAV,034854,3005170,FA840E
06414910,43264,BNS,015582,4521,53C167
14744810,15783,CWST,065702,5970,BE7BA4
32021810,11371,THFF,018276,114,FFA9B9
59935V10,56747,MIST,035100,3030076,E97F86
78413P10,55955,SMHI,031384,2665616,9CEF72
11246310,48786,BKD,164652,817733,890FF4
53122987,54311,LMCA,017010,1924862,B803B1
80874P10,7195,SGM,010991,27312,B1A85D
14390510,14888,CSV,063456,5892,7C75FD
75886F10,10876,REGN,023812,25954,589803
70065810,10743,PRK,019318,23823,DAC66A
10919410,54297,BFAM,065275,1927870,72C2CE
38431350,30940,EAF,061153,2807644,87486A
44857910,53266,H,183366,1602289,D2B9E5
58844R10,56101,MBIN,032619,2719507,2093B1
46120210,12011,INTU,027928,16626,F11638
90400D10,54723,RARE,019149,2040052,C564E4
75960P10,58742,RELY,039547,3453887,7L7LHX
09077B10,57614,BCAB,037541,3314470,8E5949
13811E10,13273,ECP,031099,5678,825969
75540820,20454,RDIB,031629,6914,2396AE
47768J10,58121,JOAN,038081,3364674,CD0FF1
30263Y10,54147,FSBW,181820,1872384,449217
92335C10,53546,VRA,185195,1668844,8B8656
26622P10,58323,DOCS,038927,3411833,1C32D1
91829B10,53767,VOC,186180,1700983,CAC530
90045020,54031,HEAR,019602,1808895,FBD92D
89671220,7329,TRT,010740,31348,435C44
69526K10,57260,PTVE,036973,3267859,3DED49
02156K10,55965,ATUS,012485,2671876,057C52
48020Q10,32039,JLL,065108,44349,491E56
31620M10,41673,FIS,165993,6382,7B0BA6
95284510,57881,WFG,014330,604818,7398BE
68231087,42270,ONCY,126122,23141,254660
15721010,43688,CEVA,135788,73200,5C2A47
22002T10,11276,OFC,024825,7936,102231
73106810,21425,PII,014311,24706,A8B137
30234E10,56231,EYEN,032861,2767032,79E38F
14888U10,51442,CPRX,175966,625767,1880C5
40502410,2075,HAE,024021,14181,2A6B55
89621C10,54044,TMQ,171111,1734800,A733DD
71426610,57966,PPTA,187650,1725684,8E3824
92511U10,55850,VRRM,034300,2648061,3F96D5
31154R10,54804,FPI,019526,2060758,B3A166
92343E10,15940,VRSN,066368,32498,A5B913
60646V10,58325,MCW,038936,3412412,2AAFA3
63009R10,54432,NSTG,018009,1961075,3DD5E2
35952310,12390,FTEK,028819,12602,79D219
17474010,913,CIA,016775,6952,CFB6CA
00439710,51803,ARAY,176670,421736,B2DAF6
03783C10,55298,APPF,024071,2300312,D06996
24990810,15802,DEPO,065944,9034,AD8C78
86626420,50979,SSBI,165630,644141,5723DF
67523410,14795,OCFC,063232,22916,8F3231
41987010,20890,HE,005526,14433,CF9054
92230Y10,37195,VDSI,066686,32389,B446B8
63501710,11111,FIZZ,024463,21580,90B678
43157M10,59265,HLVX,041118,3528590,LBU8VD
48354810,2488,KAMN,006326,17666,3D7971
92707Y10,56659,VFF,157875,1717361,2F64FC
00091G10,58007,ACVA,038374,3372427,0D0C71
14052H50,20378,CT,020791,5749,D139BC
50050N10,56720,KTB,035035,3036188,74404C
02989910,4350,AWR,009849,1938,F44EA2
87266M10,55998,TRTX,031966,2682433,108A2B
68902V10,57037,OTIS,036190,3186495,C20B75
88034510,4375,TANT,010441,30419,76B926
01852230,21206,ALE,007437,1431,F02D0A
03750L10,57589,AIRC,037489,3321632,EA2F1C
89465010,22095,TG,015459,31244,F73DD1
82835W10,57655,SBTX,037495,3307513,FD169C
13057Q30,55089,CRC,021431,2172231,A61BF0
33583410,55170,FNWB,022975,2226780,075CF7
72651A20,54587,PAGP,018468,1995392,CBE1F9
41015N30,56373,HJLI,032396,2823436,B54546
25674610,13603,DLTR,031587,9474,143C52
92537N10,56432,VRT,036175,2825901,96D34D
43785V10,54001,HMST,187164,1797061,49914B
64704V10,54754,NEWM,019574,2044599,CEC08B
88822Q10,52391,TIPT,177640,1972123,B73395
09609G10,54424,BLUE,017998,1959389,67303E
67606520,3333,ODETA,008087,17126,A868C9
96176510,43281,WHG,149082,464626,AA847A
42026110,2238,HWKN,005530,14441,DC437D
05301510,20235,ADP,001891,3101,66ECFD
29358P10,52858,ENSG,178803,141377,F4CDA3
74730110,53467,QUAD,184748,1651361,1A5D5D
12634910,14393,CSGS,062266,8366,810FAD
25754A20,45379,DPZ,160211,90132,24D81E
05356F10,58195,AVAH,038688,3388282,DCA470
50187T10,54657,LGIH,018629,2006809,550D01
64420610,28409,NEN,014639,1019533,04EA7B
92979810,13225,WHC,030536,33006,34E9F9
03042010,52985,AWK,179437,1966,6DBBBC
G7823S10,59140,SATL,037794,3337411,A46AA3
78354910,21541,R,009299,26741,AD9F1D
20416610,51198,CVLT,174077,115527,E8A49A
43610610,20922,HFC,005667,14955,68E6E9
03969K10,56997,ARQT,036028,3155033,99B61C
86150R10,56801,STOK,035255,3046073,D1588D
20824210,44619,CONN,156614,492290,F43A11
62675510,54499,MUSA,018498,1977560,8DCBBB
92792630,20842,VGZ,012321,32799,03905C
62944410,56152,NRXP,038874,2731932,44AD77
09239B10,55746,BL,028420,2551152,95C392
55024U10,55343,LITE,023249,2314855,092C47
78385910,11480,STBA,019570,26759,59C539
20337X10,54602,COMM,018036,2000816,ED9C04
92719W20,54640,VNCE,019175,2013053,E6FA80
14915010,10805,CATY,023500,6053,2DB344
84681910,7064,SPAR,009919,28773,CFD4B6
92539P10,58495,VERV,038908,3408345,316D25
00949610,58823,AIRS,039830,3470157,LZBEGC
29273V10,50309,ET,165649,820219,0D3CC6
89531P10,35037,TWP,119316,31267,352F2C
00760J10,15658,AEHR,065286,951,3209B9
42225P50,54106,HTA,028322,1823948,D9164D
55273C10,21137,MIN,014734,20502,065678
87908010,21718,TRC,010390,30201,9C009A
88320310,21743,TXT,010519,30529,E0339F
89543610,21779,TY,010713,31270,C73BD6
45252110,17346,IMMR,126318,15649,6E0019
76316510,6533,RELL,009125,26243,365F78
26203710,32108,DRQ,065671,9636,7E0EB0
13442910,20384,CPB,002663,5620,543900
39868T10,56523,GRTS,034082,2921758,7FEEE1
44170P10,59132,HOUR,039981,3495151,4CT2BT
05564530,20247,BRT,001949,5212,5065B1
83084T60,55398,SKLN,183860,2327876,B48337
37892F10,59077,GLLI,040310,3484207,0L5RSS
52466010,2636,LEG,006649,18648,9D4EC7
12634H20,55466,PMTS,025539,2354593,719D11
41012010,10954,HBHC,024232,14261,850779
14075510,54713,CARA,019154,2040055,3F1C69
25659T10,46149,DLB,162354,465654,7B6C88
50124210,2552,KLIC,006509,18229,E2D429
98983V10,56314,ZUO,033232,2804837,A6FC89
01858110,41671,ADS,143974,1451,EF1AD9
29101110,20643,EMR,004321,10535,4030E2
88556E10,58013,TDUP,038418,3373199,02CB9E
03676B10,55956,AM,031109,2653398,26B640
19200310,58446,DNAY,038923,3408981,F3EED4
40076410,16115,GNTY,031265,2654897,282C18
87943382,5230,TDS,010411,30302,971334
69014510,57254,OM,036885,3266785,F4FBD8
43708L10,53628,HFBL,162825,1678509,485CDC
90470810,6051,UNF,010840,31727,7A975D
92829810,21869,VSH,011191,32774,CE5664
23156110,20546,CW,003662,8446,384CD3
89679M10,59367,TFPM,035957,3395198,EA2446
21720410,12926,CPRT,029901,7852,8B4A45
46631310,12108,JBL,028195,17238,26CC63
51819L10,58175,SWIM,038576,3386164,DFB81B
34964210,57205,FAII,296677,3247527,D9A6CB
37364X10,15841,GEOS,065896,23537,E1BADA
74936040,5660,RCMT,008892,25828,6F5118
70978910,11950,PEBO,017106,636373,75F665
87164F10,55537,SNDX,020649,2419952,AC7AAE
01626L10,57423,ALGS,037084,3283545,A1DBF0
86923910,54183,SUSP,012892,1889915,7FA446
71854610,54048,PSX,170841,1813482,3FACA7
8342EP10,51103,XPL,030473,641563,7E0EBB
24419910,20566,DE,003835,8886,431B74
29365R10,52831,EST,178828,1025996,9F37C5
04010E10,5130,AGX,008832,577415,0BA2EF
87484T10,29930,TALO,017228,29312,4EE14A
13973710,56518,CBNK,034189,2920566,2E6514
39947320,53932,GRPN,187363,1732178,25AB8E
12047B10,57799,BMBL,037790,3346092,798996
93148P10,53622,WD,185370,1677099,1F19C8
88077910,3302,TEX,007991,30442,56632F
77571110,21530,ROL,009225,26519,CBA33B
88688510,54077,TLYS,187575,1817261,AA3AB8
25401K10,58093,DTOC,038095,3363124,08913A
56275010,16065,MANH,109826,19569,031025
46134L10,54959,ISTR,020628,2121173,E99180
10104410,55982,BOMN,027977,2670446,DC6EF3
36269P10,17298,GAIA,125601,12736,83066C
45408910,30256,IFN,029724,15819,16EB6E
45667G10,52376,INFN,177257,577575,A29DBD
45685K10,53613,INFU,174428,1678301,B08C51
75605Y10,54208,RLGY,174022,1895265,B5BA39
29355A10,54026,ENPH,187450,1810090,C44D01
29476610,29565,EQS,025709,866501,8F64F7
92560220,12005,VICL,035632,32614,86AC86
13638510,37900,CNQ,015055,6130,97DE22
65341D10,55202,NXRT,023086,2284792,0F65C9
09227Q10,45417,BLKB,260893,466388,26F31D
20825C10,21401,COP,008549,24355,FE89E0
30231G10,20678,XOM,004503,11430,E70531
74443P10,15120,PTGI,063952,2202435,944B2E
42345210,20902,HP,005581,14617,1DE526
05343P10,34772,AWX,110802,3167,E5D0E3
89400J10,55335,TRU,024638,2300046,B37FB4
21835210,45081,CORT,146616,374642,B381D8
37246010,20807,GPC,005125,13110,C15DB3
01309110,57098,ACI,025645,3205936,228924
76122Q10,41062,RECN,141359,26124,ED5171
57060D10,45878,MKTX,158742,551122,60DD84
G4787412,58730,IPAX,038258,3452683,C0C0D6
65566310,3160,NDSN,007921,22404,D56D6D
19257610,20470,COHU,003158,7269,717DB4
15673T10,58467,IPSC,038920,3409717,28F3D4
10055710,31190,SAM,061581,4855,B275C6
27579R10,16402,EWBC,118042,9926,6474BA
09367110,20309,HRB,002269,4621,56EFC7
31189P10,54605,FATE,018562,1990083,B0D41A
35243J10,58776,FBRT,028069,5771,190WY6
81211K10,34702,SEE,009555,27418,D8DA3D
12738710,9245,CDN,013421,5480,CC6FF5
01623010,153,ALCO,001266,1383,2FF046
N1450610,56535,ESTC,034243,2924705,54D11D
63234710,11980,NATH,007696,21526,6A6BDC
92346X20,57134,VRME,141887,3203143,501D40
05969510,20261,BCV,014659,3479,9EF984
46981410,21011,JEC,006216,17251,15ABD0
25787G10,55685,DFIN,027803,2534691,CB6A9C
25442310,11018,DIN,024291,15548,099A92
69343T10,55403,PJT,023247,2345902,D04D9F
74052F10,12289,PFC,028620,84,5EC388
23284F10,55456,CTMX,026112,2355071,396D7C
74874Q10,53349,QNST,184263,1626063,9B0C9C
74761910,53000,NX,179819,1063138,F66B58
30208110,51308,EXLS,162449,791669,7D97DE
78501P20,57005,SWKH,123998,3150813,E261E9
56280310,16526,LOAN,120456,8591,CBA901
00673910,53242,ADUS,183283,1590331,7C790D
55293910,21143,MGF,014733,20500,9C804D
85236P10,16473,SLNG,035530,3388651,21061D
71639T10,56012,PETQ,032219,2682912,9A2760
98074510,27497,WGOV,011580,33666,E7A2A5
32055Y20,53368,FIBK,184167,1635433,BBAE2A
12805830,1783,LSTA,004632,887375,0D41CF
91071010,54284,UIHC,178823,1914267,D29F43
01877R10,16779,ARLP,122915,1467,F99DEC
62944T10,21242,NVR,012459,22812,C29715
96758W10,55931,WOW,031466,2660892,EE04F0
92686J10,55236,VKTX,021032,2241300,24FA23
79409310,16631,SALM,121817,26894,F5A93A
67080M10,57182,NRIX,036767,3239319,65AB30
48123V10,16665,ZD,122172,17230,C3BAE7
91529Y10,21798,UNM,012726,31898,AFF7B4
25746U10,20592,D,004029,9491,977A1E
65655310,29244,NSYS,003962,22448,0120AE
37732010,20819,GLT,005179,13324,3BE00F
69350610,21351,PPG,008247,24887,39FB23
91829F10,20232,VOXX,013354,3017,546A9C
62920930,54658,NMIH,011854,2007188,8E9CD8
03674X10,54570,AR,018465,1993111,20D00A
26979610,54736,EGRX,019784,2043752,763DBE
72814P10,57124,PLBY,038065,3198980,559823
04965G10,56791,BCEL,035270,3046594,E5C910
83545R20,34728,SOFO,109186,3500763,6E1418
91704K20,57989,UGRO,035541,3347026,A9098D
17177930,15321,CIEN,064356,6834,0E431C
84860W30,54472,SRC,157679,1889928,76D79A
02567620,44699,AEL,156383,620944,698FF9
75615810,44903,UTG,260849,875117,9285F4
13637510,27520,CNI,002696,6129,5D49C7
75704L10,56289,RDVT,033233,2799164,4D229C
60649T10,53234,MG,180229,1586717,4C31F3
70336F20,13294,PNBK,030647,23921,C5831D
76156B10,56768,RVLV,034467,3041277,D8EDD5
36831E10,56605,GCMG,037404,2964356,D069E5
89352910,4560,TRNS,010685,31168,2CBB58
09061H30,3213,BMRA,007662,2514597,F61BA6
42824C10,55421,HPE,026156,2358912,DBB28E
15135B10,42540,CNTE,145552,6261,F5D410
78008710,29151,RY,015633,26620,020E33
45114M10,58572,ICVX,039358,3429001,E47B36
36027110,5440,FULT,014172,12645,314E45
39813G10,56558,GDYN,036293,2926001,AFBEB4
66705Y10,54879,NSAM,183603,2121211,726DDF
13508610,55872,GOOS,030560,2633390,BA7A45
57459910,21161,MAS,007085,19758,3F4497
06684910,32069,BHB,031895,647263,92D6A5
83418M10,55961,SOI,030547,2656442,880C0C
55025L10,54342,LFT,016884,1942028,E81C64
25258L10,56738,DEAC,036404,3030997,258EAA
90249410,4620,TSN,010793,31563,AD1ACF
74275G10,55688,PRTH,029275,2526775,913437
86333M10,52898,LRN,178976,90402,4591D3
73939C10,58513,PWSC,038946,3428902,CE49B6
24801910,1285,DLX,003863,8991,F88A04
41690610,41060,HBIO,141469,14381,44740A
03476J10,57905,ANGN,020307,3342245,A22D8C
39959A10,58460,GRVI,038661,3411896,F52DD6
94973V10,42273,WLP,145046,2273,7AB859
75340L10,58597,RPID,039202,3422560,DO63S9
00095710,20068,ABM,001410,491,9BF177
88076W10,52762,TDC,178310,264342,793C11
78411710,4040,SEIC,009317,27515,992E92
56632410,54584,MMI,019000,2004761,102F04
66765N10,3306,NWN,007993,22667,A8674F
75943R10,57140,RLAY,036677,3235375,6BBD2D
42692710,34846,HTBK,109599,14689,ED8676
73927610,15890,POWI,066032,24856,9CF9B1
65441V10,56220,NINE,031507,2764882,9F7565
89291810,14923,TACT,063520,31128,DB126E
29664310,17502,ESPD,127377,11033,9043FE
55003T10,52839,LL,178806,34146,7410C3
V7780T10,29819,RCL,028191,26625,751A74
39687910,57346,GLSI,036558,3272653,24B08A
68668810,45871,ORA,160913,551199,45444E
89417E10,4293,TRV,062689,469152,E206B0
68214310,53252,OMER,183593,1586720,EB43F4
88422P10,58984,TCBX,039902,3472951,O1Y15U
98401710,55188,XHR,022983,2215597,967D92
81221H10,58977,SGII,040004,3476807,0K6ZYA
82691910,18455,SLAB,133288,27977,F7902B
91688F10,56533,UPWK,034101,2923206,AE3113
74371310,53988,PRLB,187696,1800631,B8F5C8
25406710,20584,DDS,003964,9291,4ECD1A
M9608810,55942,URGN,031061,2653388,3C2D49
87583X10,57334,TNGX,039402,3260095,F4B8B5
G5960L10,2850,MDT,007228,20186,E68733
29338910,20653,EBF,004390,10724,35B907
12663320,53706,UAN,186139,1697428,0DD4CB
45718710,32174,INGR,066016,7905,F85CC0
G6095L10,53927,APTV,118122,1735209,64CEBB
26142V10,56738,DKNG,036404,3030997,HGGE2U
36241U10,51993,GSIT,160213,1006654,7DC1C4
16119P10,17322,CHTR,126136,1661731,D88EF3
83215610,14221,SMID,061709,3299766,F044D6
59064R10,6883,MLAB,007275,20376,078D52
10862110,56293,BWB,033131,2792143,AC1952
46636710,25865,JBX,013092,17241,6F22E7
67058H10,41456,NS,141363,27726,196FFE
59151K10,11530,MEOH,013971,20421,736310
53946R10,57865,LDI,026297,3346145,355589
20414910,9645,CTBI,019262,7423,31A7CC
06846310,12197,BBSI,028410,3615,36A1CB
10876310,644,BRID,002390,5086,A7E2AB
76131N10,52807,NAQ,178539,1020658,274B8A
20366810,37664,CYH,023714,7497,AEF2C3
45245E10,13136,IMAX,030312,15632,ED84A3
85857R30,11432,STEM,029293,29185,BDE82E
67072M30,15638,NUVO,182309,15329,D16D10
14888D20,50600,CBIO,025999,57738,DA9443
59152020,2881,METHA,007291,20423,FDE409
96990410,6149,WSM,011511,33516,F748C7
64026810,13036,NKTR,030137,16049,649CBD
84721510,38463,SPTN,028762,28774,D76AEF
45811T10,44117,INTN,178494,1004151,32AC96
01933010,2088,AMOT,005520,645861,D650A7
68619K20,56303,ORGS,183729,2792074,66667F
49435R10,55859,KRP,029760,2610276,3A50B2
G037AX10,54217,AMBA,015420,1894867,E0C874
98420P30,53689,XTNT,185193,2353451,6A6E2E
42237K40,54481,HTBX,017910,1967535,57B00D
44746210,45716,HURN,161997,460902,5CCDAD
92346J10,15314,VCEL,064334,401,BCC13E
65336K10,44625,NXST,149177,626612,9C82E1
82312B10,40213,SHET,009664,27779,ED4560
69331C10,21356,PCG,008264,24303,652E62
29275840,54913,ENRJ,027339,2077030,8FBAA9
G1776610,56792,CMBM,035373,3049289,FF428A
62007110,12938,MPAA,029930,736829,40F7DE
91348310,11960,UEIC,027828,31860,AB4A7E
66580910,29468,NTIC,019209,22507,973B0B
45798520,13943,IART,061181,16204,3A113F
01164210,55297,ALRM,024135,2300290,4BEB48
45833410,9677,IPAR,014309,16277,FFCD0E
29472R10,29758,ELS,027875,19596,38FB49
85472N10,47197,STN,029985,560881,F882AF
75490710,30265,RYN,005862,25811,E1E36F
81282V10,54366,SEAS,186392,1947132,858942
38246G10,57265,GDRX,037023,3271412,3877AD
29084620,15374,EMKR,064637,10504,638CFE
88339T10,57190,RACA,039142,3231323,D94396
44376110,57121,HEC,039078,3199812,0D78C1
33830T10,58291,FSBC,038634,3390478,F586D6
42238H10,58923,BEAT,039592,3474087,0DLFH3
47714310,42997,JBLU,147305,82239,D17C1B
92243G10,57126,PCVX,036600,3200750,D36686
92556H20,21866,VIAC,013714,32587,3C7F5F
45781M10,45728,INVA,160668,114747,0EC508
21037T10,59113,CEG,040614,3504098,HTA3J9
18885T30,55856,CLPR,026475,2614786,A28675
88579C10,56495,TPNL,105394,2897809,4A7C1F
69336V10,50867,PGTI,174049,865430,A15C71
70435P10,58505,PYCR,038707,3425176,QK2LOR
00906610,57588,ABNB,037460,3311317,09E31A
47089W10,11186,JAN,024660,2365,D7B2A0
67062C10,21311,NCA,016484,22739,757BE1
46603210,7976,JJSF,012825,17216,B72BE9
57053510,8811,MKL,012909,19677,F0B2B5
45332Y10,57072,NARI,036236,3195377,60AC34
96214910,4905,WEYS,011455,33417,A74F6F
16861510,12036,CHCS,027981,6637,1D3A00
18905410,20463,CLX,003121,7089,719477
88033R50,36564,TGC,034183,30416,C55E47
98943L10,57070,ZNTL,036301,3186523,8AA108
66807430,3309,NWEC,008001,22537,FA044A
59935P20,14097,MSS,061496,20693,BF5959
04963C20,47203,ATRC,163889,420088,5A423F
00825210,32136,AMG,065886,1002,30E01D
50212V10,53576,LPLA,178519,1673122,009397
74316X10,54791,PFIE,176346,2057493,F0C267
50075410,55296,KHC,005568,2302079,C356AC
68404L20,14905,OPCH,035543,20738,152AB9
65540B10,54431,NDLS,018047,1961771,E754F0
92228010,54748,VRNS,019044,2049859,C0F70B
48242W10,51426,KBR,174310,660699,099C88
59047913,9014,MESA,033962,2896707,F509E2
74952710,55844,REVG,185952,2605568,1E83DE
01644J10,58194,ALKT,038329,3382091,9BCA9C
64453510,45863,NGD,106112,666627,C44B3C
94184810,31208,WAT,061574,33136,1F9D90
36144810,20773,GATX,004941,12886,FD0CA4
89854H10,14863,TTEC,063417,30323,7ACD98
22905030,55350,CYRX,162146,2312125,AC3584
05329W10,10594,AN,009063,3143,88350F
03835L20,55606,APVO,027338,2499663,B7142B
31983510,43845,FCCO,112295,1284039,8275FE
31188V10,56722,FSLY,035120,3033121,3EE191
00920710,6977,AIRT,001210,1174,8F6488
86183P10,32122,SRI,065590,29318,B09B1F
23331A10,11559,DHI,025340,9582,06EF42
56155L10,55760,TUSK,021834,2542779,5BCDA1
80640710,14098,HSIC,061494,14669,A7102F
68247W10,56277,OSS,032851,2772044,25F7AF
72230410,56461,PDD,033861,2889484,80D76F
74017N10,54496,PGEN,018315,1971352,546A27
44351060,20945,HUBB,005764,15173,E6E012
12503M10,53447,CBOE,184500,1647824,F1529C
45110010,20097,IEP,013709,1912,557DEB
83607A10,54169,SFBC,179234,1881801,D83EBD
22836810,20537,CCK,003619,461561,92B047
15102K10,56058,CELC,032356,2704628,DA3AA1
44267D10,53556,HHC,185797,1671577,9368BE
73650884,21430,POR,012428,24789,4B5054
04208T10,54384,AHH,017626,1950821,54A713
82921410,15534,SLP,064929,28062,F4E992
10330410,29992,BYD,029011,4912,3BB616
30050B10,55326,EVH,023818,2292952,82F088
98419M10,53896,XYL,189491,1731107,F46EC9
84470P10,16107,SBSI,062979,28690,562853
00163T10,32135,AMB,029984,1710,FDCF81
00938A10,55667,AIRG,027703,2506658,C18941
35352510,56739,FRAF,018385,3027141,224343
02968310,5828,AMSWA,001562,1933,73F70F
61536910,20610,MCO,139665,21071,3461CF
89361720,21022,TCI,003410,667440,CE8A7B
19764110,56334,CLBK,033056,2936853,FBDA0F
90341G10,45886,USMO,024844,550862,FE1A1D
34417J10,58662,FCUV,021295,3443104,C48AEA
63888U10,54136,NGVC,011922,1875481,3159AA
00848H10,56574,AGE,034469,2957198,81A17F
64111Q10,44176,NTGR,154039,21838,DC0998
81685010,21596,SMTC,009599,27589,589846
63633D10,29106,NHI,024533,21599,D63B0F
85914M10,57256,STEP,033110,3267658,7E3390
82661L10,12835,SGMA,029698,27945,EDF783
70806210,52140,PNNT,177216,1051739,8141AB
52736R10,25260,LEVI,016476,3012387,F010CC
50157510,57201,KYMR,036819,2685633,253604
23585110,20557,DHR,003735,8663,E124EB
